"coding","Verb","classification","recipient_id","theme_type","DOsentence","PDsentence","production_np_prob","human_do_preference","gap_production_minus_human","abs_gap","rec_len_words","theme_len_words"
"something_nonpronominal","give","alternating","longDefinite","def","Linda gave the woman from work the job","Linda gave the job to the woman from work",0.112939304522801,0.416923076923077,-0.303983772400276,0.303983772400276,4,2
"something_nonpronominal","give","alternating","longIndefinite","def","Mary gave a woman who was from work the job","Mary gave the job to a woman who was from work",0.0507022737046768,0.207777777777778,-0.157075504073101,0.157075504073101,6,2
"something_nonpronominal","give","alternating","pronoun","def","Alice gave him the job","Alice gave the job to him",0.935573706292917,0.71,0.225573706292917,0.225573706292917,1,2
"something_nonpronominal","give","alternating","shortDefinite","def","Mary gave the man the job","Mary gave the job to the man",0.232834616104394,0.656666666666667,-0.423832050562273,0.423832050562273,2,2
"something_nonpronominal","give","alternating","shortIndefinite","def","Maria gave a woman the job","Maria gave the job to a woman",0.232834616104394,0.288181818181818,-0.0553472020774246,0.0553472020774246,2,2
"something_nonpronominal","give","alternating","longDefinite","indef","Mary gave the man who was wearing the hat a gift","Mary gave a gift to the man who was wearing the hat",0.228669621409149,0.435833333333333,-0.207163711924185,0.207163711924185,7,2
"something_nonpronominal","give","alternating","longIndefinite","indef","Alice gave a man who was from work a gift","Alice gave a gift to a man who was from work",0.313997962977029,0.306666666666667,0.00733129631036217,0.00733129631036217,6,2
"something_nonpronominal","give","alternating","pronoun","indef","Alice gave him a gift","Alice gave a gift to him",0.992028630947162,0.745,0.247028630947162,0.247028630947162,1,2
"something_nonpronominal","give","alternating","shortDefinite","indef","Juan gave the man a gift","Juan gave a gift to the man",0.722296880423885,0.625,0.0972968804238853,0.0972968804238853,2,2
"something_nonpronominal","give","alternating","shortIndefinite","indef","Mary gave a man a gift","Mary gave a gift to a man",0.722296880423885,0.485555555555556,0.23674132486833,0.23674132486833,2,2
"something_nonpronominal","give","alternating","longDefinite","indef","Alice gave the woman who was from work a message","Alice gave a message to the woman who was from work",0.313997962977029,0.46,-0.146002037022971,0.146002037022971,6,2
"something_nonpronominal","give","alternating","longIndefinite","indef","Michael gave a man wearing a hat a message","Michael gave a message to a man wearing a hat",0.414073789054708,0.309,0.105073789054708,0.105073789054708,5,2
"something_nonpronominal","give","alternating","pronoun","indef","Juan gave her a message","Juan gave a message to her",0.992028630947162,0.752727272727273,0.23930135821989,0.23930135821989,1,2
"something_nonpronominal","give","alternating","shortDefinite","indef","John gave the man a message","John gave a message to the man",0.722296880423885,0.635,0.0872968804238853,0.0872968804238853,2,2
"something_nonpronominal","give","alternating","shortIndefinite","indef","Bob gave a woman a message","Bob gave a message to a woman",0.722296880423885,0.649,0.0732968804238853,0.0732968804238853,2,2
"something_nonpronominal","give","alternating","longDefinite","something","John gave the woman wearing the hat something","John gave something to the woman wearing the hat",0.35471205500482,0.12,0.23471205500482,0.23471205500482,5,1
"something_nonpronominal","give","alternating","longIndefinite","something","Maria gave a man who was wearing a hat something","Maria gave something to a man who was wearing a hat",0.187386974134295,0.218571428571429,-0.0311844544371334,0.0311844544371334,7,1
"something_nonpronominal","give","alternating","pronoun","something","Linda gave him something","Linda gave something to him",0.989775133040501,0.581428571428571,0.40834656161193,0.40834656161193,1,1
"something_nonpronominal","give","alternating","shortDefinite","something","John gave the woman something","John gave something to the woman",0.669216378134085,0.461538461538462,0.207677916595624,0.207677916595624,2,1
"something_nonpronominal","give","alternating","shortIndefinite","something","Maria gave a man something","Maria gave something to a man",0.669216378134085,0.178181818181818,0.491034559952267,0.491034559952267,2,1
"something_nonpronominal","show","alternating","longDefinite","def","Alice showed the woman who was from work the city","Alice showed the city to the woman who was from work",0.0970496245862402,0.471428571428571,-0.374378946842331,0.374378946842331,6,2
"something_nonpronominal","show","alternating","longIndefinite","def","Bob showed a woman who was wearing a hat the city","Bob showed the city to a woman who was wearing a hat",0.0650832916038229,0.305555555555556,-0.240472263951733,0.240472263951733,7,2
"something_nonpronominal","show","alternating","pronoun","def","Juan showed her the city","Juan showed the city to her",0.966912251108997,0.62,0.346912251108997,0.346912251108997,1,2
"something_nonpronominal","show","alternating","shortDefinite","def","John showed the woman the city","John showed the city to the woman",0.379171224229982,0.763,-0.383828775770018,0.383828775770018,2,2
"something_nonpronominal","show","alternating","shortIndefinite","def","John showed a woman the city","John showed the city to a woman",0.379171224229982,0.435454545454545,-0.0562833212245632,0.0562833212245632,2,2
"something_nonpronominal","show","alternating","longDefinite","def","Maria showed the woman who was from work the way","Maria showed the way to the woman who was from work",0.0970496245862402,0.413636363636364,-0.316586739050124,0.316586739050124,6,2
"something_nonpronominal","show","alternating","longIndefinite","def","Juan showed a man from work the way","Juan showed the way to a man from work",0.203955006289529,0.52875,-0.324794993710471,0.324794993710471,4,2
"something_nonpronominal","show","alternating","pronoun","def","Mary showed him the way","Mary showed the way to him",0.966912251108997,0.82,0.146912251108997,0.146912251108997,1,2
"something_nonpronominal","show","alternating","shortDefinite","def","Linda showed the man the way","Linda showed the way to the man",0.379171224229982,0.761666666666667,-0.382495442436684,0.382495442436684,2,2
"something_nonpronominal","show","alternating","shortIndefinite","def","Mary showed a woman the way","Mary showed the way to a woman",0.379171224229982,0.661111111111111,-0.281939886881129,0.281939886881129,2,2
"something_nonpronominal","show","alternating","longDefinite","indef","Bob showed the woman wearing the hat a picture","Bob showed a picture to the woman wearing the hat",0.587140522487568,0.278888888888889,0.308251633598679,0.308251633598679,5,2
"something_nonpronominal","show","alternating","longIndefinite","indef","Linda showed a man who was from work a picture","Linda showed a picture to a man who was from work",0.479464674521202,0.4075,0.0719646745212025,0.0719646745212025,6,2
"something_nonpronominal","show","alternating","pronoun","indef","Juan showed her a picture","Juan showed a picture to her",0.99602284034542,0.693,0.30302284034542,0.30302284034542,1,2
"something_nonpronominal","show","alternating","shortDefinite","indef","Maria showed the man a picture","Maria showed a picture to the man",0.839591285236828,0.573333333333333,0.266257951903494,0.266257951903494,2,2
"something_nonpronominal","show","alternating","shortIndefinite","indef","Juan showed a woman a picture","Juan showed a picture to a woman",0.839591285236828,0.323,0.516591285236828,0.516591285236828,2,2
"something_nonpronominal","show","alternating","longDefinite","indef","Linda showed the man wearing the hat a trick","Linda showed a trick to the man wearing the hat",0.587140522487568,0.307272727272727,0.27986779521484,0.27986779521484,5,2
"something_nonpronominal","show","alternating","longIndefinite","indef","Bob showed a man wearing a hat a trick","Bob showed a trick to a man wearing a hat",0.587140522487568,0.307,0.280140522487568,0.280140522487568,5,2
"something_nonpronominal","show","alternating","pronoun","indef","John showed her a trick","John showed a trick to her",0.99602284034542,0.833636363636364,0.162386476709056,0.162386476709056,1,2
"something_nonpronominal","show","alternating","shortDefinite","indef","Michael showed the man a trick","Michael showed a trick to the man",0.839591285236828,0.688571428571429,0.151019856665399,0.151019856665399,2,2
"something_nonpronominal","show","alternating","shortIndefinite","indef","Alice showed a man a trick","Alice showed a trick to a man",0.839591285236828,0.53,0.309591285236828,0.309591285236828,2,2
"something_nonpronominal","show","alternating","longDefinite","something","Juan showed the man who was wearing the hat something","Juan showed something to the man who was wearing the hat",0.316961136695686,0.243636363636364,0.0733247730593226,0.0733247730593226,7,1
"something_nonpronominal","show","alternating","longIndefinite","something","Maria showed a man from work something","Maria showed something to a man from work",0.630709248210628,0.355833333333333,0.274875914877295,0.274875914877295,4,1
"something_nonpronominal","show","alternating","pronoun","something","John showed her something","John showed something to her",0.994892688057788,0.62,0.374892688057788,0.374892688057788,1,1
"something_nonpronominal","show","alternating","shortDefinite","something","Michael showed the man something","Michael showed something to the man",0.802809875582778,0.481,0.321809875582778,0.321809875582778,2,1
"something_nonpronominal","show","alternating","shortIndefinite","something","Michael showed a woman something","Michael showed something to a woman",0.802809875582778,0.472857142857143,0.329952732725636,0.329952732725636,2,1
"something_nonpronominal","send","alternating","longDefinite","def","Juan sent the woman who was wearing the hat the letter","Juan sent the letter to the woman who was wearing the hat",0.00430171079979046,0.343,-0.33869828920021,0.33869828920021,7,2
"something_nonpronominal","send","alternating","longIndefinite","def","Maria sent a woman who was from work the letter","Maria sent the letter to a woman who was from work",0.00662612420336107,0.292222222222222,-0.285596098018861,0.285596098018861,6,2
"something_nonpronominal","send","alternating","pronoun","def","Mary sent him the letter","Mary sent the letter to him",0.644580917377421,0.414615384615385,0.229965532762036,0.229965532762036,1,2
"something_nonpronominal","send","alternating","shortDefinite","def","Alice sent the woman the letter","Alice sent the letter to the woman",0.0365193784417107,0.307,-0.270480621558289,0.270480621558289,2,2
"something_nonpronominal","send","alternating","shortIndefinite","def","Michael sent a man the letter","Michael sent the letter to a man",0.0365193784417107,0.4,-0.363480621558289,0.363480621558289,2,2
"something_nonpronominal","send","alternating","longDefinite","def","Maria sent the woman who was from work the present","Maria sent the present to the woman who was from work",0.00662612420336107,0.289,-0.282373875796639,0.282373875796639,6,2
"something_nonpronominal","send","alternating","longIndefinite","def","Maria sent a woman who was wearing a hat the present","Maria sent the present to a woman who was wearing a hat",0.00430171079979046,0.232,-0.22769828920021,0.22769828920021,7,2
"something_nonpronominal","send","alternating","pronoun","def","Alice sent him the present","Alice sent the present to him",0.644580917377421,0.74875,-0.104169082622579,0.104169082622579,1,2
"something_nonpronominal","send","alternating","shortDefinite","def","Linda sent the man the present","Linda sent the present to the man",0.0365193784417107,0.383846153846154,-0.347326775404443,0.347326775404443,2,2
"something_nonpronominal","send","alternating","shortIndefinite","def","Michael sent a man the present","Michael sent the present to a man",0.0365193784417107,0.342857142857143,-0.306337764415432,0.306337764415432,2,2
"something_nonpronominal","send","alternating","longDefinite","indef","John sent the woman who was wearing the hat a text","John sent a text to the woman who was wearing the hat",0.0357026817352916,0.280833333333333,-0.245130651598042,0.245130651598042,7,2
"something_nonpronominal","send","alternating","longIndefinite","indef","Juan sent a man wearing a hat a text","Juan sent a text to a man wearing a hat",0.0811006957400873,0.217272727272727,-0.13617203153264,0.13617203153264,5,2
"something_nonpronominal","send","alternating","pronoun","indef","Alice sent him a text","Alice sent a text to him",0.939548632264438,0.6,0.339548632264438,0.339548632264438,1,2
"something_nonpronominal","send","alternating","shortDefinite","indef","Juan sent the man a text","Juan sent a text to the man",0.245186469564731,0.598888888888889,-0.353702419324157,0.353702419324157,2,2
"something_nonpronominal","send","alternating","shortIndefinite","indef","Bob sent a woman a text","Bob sent a text to a woman",0.245186469564731,0.414166666666667,-0.168980197101935,0.168980197101935,2,2
"something_nonpronominal","send","alternating","longDefinite","indef","John sent the man from work an email","John sent an email to the man from work",0.119925000785819,0.557272727272727,-0.437347726486908,0.437347726486908,4,2
"something_nonpronominal","send","alternating","longIndefinite","indef","Juan sent a woman who was from work an email","Juan sent an email to a woman who was from work",0.0540730500687813,0.3375,-0.283426949931219,0.283426949931219,6,2
"something_nonpronominal","send","alternating","pronoun","indef","Linda sent him an email","Linda sent an email to him",0.939548632264438,0.671111111111111,0.268437521153327,0.268437521153327,1,2
"something_nonpronominal","send","alternating","shortDefinite","indef","Alice sent the man an email","Alice sent an email to the man",0.245186469564731,0.723636363636364,-0.478449894071632,0.478449894071632,2,2
"something_nonpronominal","send","alternating","shortIndefinite","indef","Mary sent a man an email","Mary sent an email to a man",0.245186469564731,0.439,-0.193813530435269,0.193813530435269,2,2
"something_nonpronominal","send","alternating","longDefinite","something","John sent the woman from work something","John sent something to the woman from work",0.0958352339917064,0.416153846153846,-0.32031861216214,0.32031861216214,4,1
"something_nonpronominal","send","alternating","longIndefinite","something","Bob sent a woman who was from work something","Bob sent something to a woman who was from work",0.042571335667003,0.302857142857143,-0.26028580719014,0.26028580719014,6,1
"something_nonpronominal","send","alternating","pronoun","something","Alice sent him something","Alice sent something to him",0.92360164911458,0.583076923076923,0.340524726037657,0.340524726037657,1,1
"something_nonpronominal","send","alternating","shortDefinite","something","Juan sent the man something","Juan sent something to the man",0.201701719243691,0.406153846153846,-0.204452126910155,0.204452126910155,2,1
"something_nonpronominal","send","alternating","shortIndefinite","something","John sent a woman something","John sent something to a woman",0.201701719243691,0.406923076923077,-0.205221357679386,0.205221357679386,2,1
"something_nonpronominal","offer","alternating","longDefinite","def","Bob offered the man who was from work the gift","Bob offered the gift to the man who was from work",0.00336250743109805,0.199090909090909,-0.195728401659811,0.195728401659811,6,2
"something_nonpronominal","offer","alternating","longIndefinite","def","Alice offered a woman who was wearing a hat the gift","Alice offered the gift to a woman who was wearing a hat",0.00218044258288517,0.226153846153846,-0.223973403570961,0.223973403570961,7,2
"something_nonpronominal","offer","alternating","pronoun","def","Juan offered her the gift","Juan offered the gift to her",0.478435800863476,0.571111111111111,-0.0926753102476352,0.0926753102476352,1,2
"something_nonpronominal","offer","alternating","shortDefinite","def","Alice offered the woman the gift","Alice offered the gift to the woman",0.0188110159205469,0.444444444444444,-0.425633428523898,0.425633428523898,2,2
"something_nonpronominal","offer","alternating","shortIndefinite","def","Juan offered a man the gift","Juan offered the gift to a man",0.0188110159205469,0.545454545454545,-0.526643529533999,0.526643529533999,2,2
"something_nonpronominal","offer","alternating","longDefinite","def","Juan offered the woman who was from work the job","Juan offered the job to the woman who was from work",0.00336250743109805,0.293,-0.289637492568902,0.289637492568902,6,2
"something_nonpronominal","offer","alternating","longIndefinite","def","Michael offered a man who was from work the job","Michael offered the job to a man who was from work",0.00336250743109805,0.210909090909091,-0.207546583477993,0.207546583477993,6,2
"something_nonpronominal","offer","alternating","pronoun","def","Mary offered him the job","Mary offered the job to him",0.478435800863476,0.696,-0.217564199136524,0.217564199136524,1,2
"something_nonpronominal","offer","alternating","shortDefinite","def","Mary offered the woman the job","Mary offered the job to the woman",0.0188110159205469,0.37,-0.351188984079453,0.351188984079453,2,2
"something_nonpronominal","offer","alternating","shortIndefinite","def","Michael offered a man the job","Michael offered the job to a man",0.0188110159205469,0.491,-0.472188984079453,0.472188984079453,2,2
"something_nonpronominal","offer","alternating","longDefinite","indef","Mary offered the woman who was from work some advice","Mary offered some advice to the woman who was from work",0.0281011146346314,0.363333333333333,-0.335232218698702,0.335232218698702,6,2
"something_nonpronominal","offer","alternating","longIndefinite","indef","Bob offered a woman from work some advice","Bob offered some advice to a woman from work",0.0644796233036172,0.295555555555556,-0.231075932251938,0.231075932251938,4,2
"something_nonpronominal","offer","alternating","pronoun","indef","Maria offered him some advice","Maria offered some advice to him",0.887149270160323,0.745,0.142149270160323,0.142149270160323,1,2
"something_nonpronominal","offer","alternating","shortDefinite","indef","Juan offered the woman some advice","Juan offered some advice to the woman",0.141114401637247,0.64,-0.498885598362753,0.498885598362753,2,2
"something_nonpronominal","offer","alternating","shortIndefinite","indef","Linda offered a man some advice","Linda offered some advice to a man",0.141114401637247,0.366,-0.224885598362753,0.224885598362753,2,2
"something_nonpronominal","offer","alternating","longDefinite","indef","Michael offered the woman who was from work a payment","Michael offered a payment to the woman who was from work",0.0281011146346314,0.379,-0.350898885365369,0.350898885365369,6,2
"something_nonpronominal","offer","alternating","longIndefinite","indef","Maria offered a man from work a payment","Maria offered a payment to a man from work",0.0644796233036172,0.508181818181818,-0.443702194878201,0.443702194878201,4,2
"something_nonpronominal","offer","alternating","pronoun","indef","John offered her a payment","John offered a payment to her",0.887149270160323,0.68,0.207149270160323,0.207149270160323,1,2
"something_nonpronominal","offer","alternating","shortDefinite","indef","Juan offered the woman a payment","Juan offered a payment to the woman",0.141114401637247,0.69375,-0.552635598362753,0.552635598362753,2,2
"something_nonpronominal","offer","alternating","shortIndefinite","indef","Alice offered a woman a payment","Alice offered a payment to a woman",0.141114401637247,0.47,-0.328885598362753,0.328885598362753,2,2
"something_nonpronominal","offer","alternating","longDefinite","something","Linda offered the woman from work something","Linda offered something to the woman from work",0.0508834298994304,0.277777777777778,-0.226894347878347,0.226894347878347,4,1
"something_nonpronominal","offer","alternating","longIndefinite","something","Bob offered a woman who was from work something","Bob offered something to a woman who was from work",0.0219953543324983,0.393333333333333,-0.371337979000835,0.371337979000835,6,1
"something_nonpronominal","offer","alternating","pronoun","something","John offered her something","John offered something to her",0.859447258546383,0.67125,0.188197258546383,0.188197258546383,1,1
"something_nonpronominal","offer","alternating","shortDefinite","something","Juan offered the woman something","Juan offered something to the woman",0.113316286023886,0.547142857142857,-0.433826571118971,0.433826571118971,2,1
"something_nonpronominal","offer","alternating","shortIndefinite","something","Juan offered a man something","Juan offered something to a man",0.113316286023886,0.627,-0.513683713976114,0.513683713976114,2,1
"something_nonpronominal","sell","alternating","longDefinite","def","Maria sold the man who was wearing the hat the car","Maria sold the car to the man who was wearing the hat",0.00645468326148747,0.00571428571428571,0.000740397547201754,0.000740397547201754,7,2
"something_nonpronominal","sell","alternating","longIndefinite","def","Mary sold a man wearing a hat the car","Mary sold the car to a man wearing a hat",0.015250351973958,0.199166666666667,-0.183916314692709,0.183916314692709,5,2
"something_nonpronominal","sell","alternating","pronoun","def","Linda sold him the car","Linda sold the car to him",0.731699153182699,0.557272727272727,0.174426425909971,0.174426425909971,1,2
"something_nonpronominal","sell","alternating","shortDefinite","def","Juan sold the woman the car","Juan sold the car to the woman",0.0539237797378706,0.345454545454545,-0.291530765716675,0.291530765716675,2,2
"something_nonpronominal","sell","alternating","shortIndefinite","def","John sold a man the car","John sold the car to a man",0.0539237797378706,0.37,-0.316076220262129,0.316076220262129,2,2
"something_nonpronominal","sell","alternating","longDefinite","def","Linda sold the woman who was wearing the hat the house","Linda sold the house to the woman who was wearing the hat",0.00645468326148747,0.106,-0.0995453167385125,0.0995453167385125,7,2
"something_nonpronominal","sell","alternating","longIndefinite","def","Mary sold a man who was wearing a hat the house","Mary sold the house to a man who was wearing a hat",0.00645468326148747,0.009,-0.00254531673851253,0.00254531673851253,7,2
"something_nonpronominal","sell","alternating","pronoun","def","Maria sold him the house","Maria sold the house to him",0.731699153182699,0.49375,0.237949153182699,0.237949153182699,1,2
"something_nonpronominal","sell","alternating","shortDefinite","def","Maria sold the woman the house","Maria sold the house to the woman",0.0539237797378706,0.306923076923077,-0.252999297185206,0.252999297185206,2,2
"something_nonpronominal","sell","alternating","shortIndefinite","def","Juan sold a man the house","Juan sold the house to a man",0.0539237797378706,0.366428571428571,-0.312504791690701,0.312504791690701,2,2
"something_nonpronominal","sell","alternating","longDefinite","indef","Mary sold the man who was from work some coffee","Mary sold some coffee to the man who was from work",0.0791558821108417,0.283636363636364,-0.204480481525522,0.204480481525522,6,2
"something_nonpronominal","sell","alternating","longIndefinite","indef","Linda sold a woman who was from work some coffee","Linda sold some coffee to a woman who was from work",0.0791558821108417,0.381,-0.301844117889158,0.301844117889158,6,2
"something_nonpronominal","sell","alternating","pronoun","indef","Bob sold her some coffee","Bob sold some coffee to her",0.958968499252125,0.669285714285714,0.289682784966411,0.289682784966411,1,2
"something_nonpronominal","sell","alternating","shortDefinite","indef","Alice sold the woman some coffee","Alice sold some coffee to the woman",0.328165505221575,0.50125,-0.173084494778425,0.173084494778425,2,2
"something_nonpronominal","sell","alternating","shortIndefinite","indef","Alice sold a man some coffee","Alice sold some coffee to a man",0.328165505221575,0.383846153846154,-0.0556806486245786,0.0556806486245786,2,2
"something_nonpronominal","sell","alternating","longDefinite","indef","Bob sold the man wearing the hat a bike","Bob sold a bike to the man wearing the hat",0.117167884111153,0.445714285714286,-0.328546401603132,0.328546401603132,5,2
"something_nonpronominal","sell","alternating","longIndefinite","indef","Alice sold a man from work a bike","Alice sold a bike to a man from work",0.170062721500372,0.146666666666667,0.0233960548337054,0.0233960548337054,4,2
"something_nonpronominal","sell","alternating","pronoun","indef","Mary sold him a bike","Mary sold a bike to him",0.958968499252125,0.767,0.191968499252125,0.191968499252125,1,2
"something_nonpronominal","sell","alternating","shortDefinite","indef","Maria sold the man a bike","Maria sold a bike to the man",0.328165505221575,0.454444444444444,-0.126278939222869,0.126278939222869,2,2
"something_nonpronominal","sell","alternating","shortIndefinite","indef","Michael sold a woman a bike","Michael sold a bike to a woman",0.328165505221575,0.345555555555556,-0.0173900503339803,0.0173900503339803,2,2
"something_nonpronominal","sell","alternating","longDefinite","something","Bob sold the man who was wearing the hat something","Bob sold something to the man who was wearing the hat",0.0415087285269096,0.214615384615385,-0.173106656088475,0.173106656088475,7,1
"something_nonpronominal","sell","alternating","longIndefinite","something","John sold a man from work something","John sold something to a man from work",0.137474835688059,0.211818181818182,-0.0743433461301225,0.0743433461301225,4,1
"something_nonpronominal","sell","alternating","pronoun","something","John sold her something","John sold something to her",0.947860153910091,0.474166666666667,0.473693487243425,0.473693487243425,1,1
"something_nonpronominal","sell","alternating","shortDefinite","something","Michael sold the woman something","Michael sold something to the woman",0.275332278896719,0.387777777777778,-0.112445498881059,0.112445498881059,2,1
"something_nonpronominal","sell","alternating","shortIndefinite","something","Alice sold a woman something","Alice sold something to a woman",0.275332278896719,0.360909090909091,-0.0855768120123717,0.0855768120123717,2,1
"something_nonpronominal","lend","alternating","longDefinite","def","Michael lent the woman who was wearing the hat the apartment","Michael lent the apartment to the woman who was wearing the hat",0.00499393670105083,0.192,-0.187006063298949,0.187006063298949,7,2
"something_nonpronominal","lend","alternating","longIndefinite","def","John lent a woman wearing a hat the apartment","John lent the apartment to a woman wearing a hat",0.011822761535058,0.224545454545455,-0.212722693010396,0.212722693010396,5,2
"something_nonpronominal","lend","alternating","pronoun","def","Maria lent him the apartment","Maria lent the apartment to him",0.678134072005055,0.625,0.0531340720050548,0.0531340720050548,1,2
"something_nonpronominal","lend","alternating","shortDefinite","def","Juan lent the woman the apartment","Juan lent the apartment to the woman",0.0421764257089105,0.614,-0.57182357429109,0.57182357429109,2,2
"something_nonpronominal","lend","alternating","shortIndefinite","def","Mary lent a woman the apartment","Mary lent the apartment to a woman",0.0421764257089105,0.271111111111111,-0.228934685402201,0.228934685402201,2,2
"something_nonpronominal","lend","alternating","longDefinite","def","Linda lent the man who was from work the room","Linda lent the room to the man who was from work",0.00768950317056053,0.298888888888889,-0.291199385718328,0.291199385718328,6,2
"something_nonpronominal","lend","alternating","longIndefinite","def","Linda lent a woman who was from work the room","Linda lent the room to a woman who was from work",0.00768950317056053,0.135,-0.127310496829439,0.127310496829439,6,2
"something_nonpronominal","lend","alternating","pronoun","def","John lent her the room","John lent the room to her",0.678134072005055,0.533571428571429,0.144562643433626,0.144562643433626,1,2
"something_nonpronominal","lend","alternating","shortDefinite","def","John lent the woman the room","John lent the room to the woman",0.0421764257089105,0.372307692307692,-0.330131266598782,0.330131266598782,2,2
"something_nonpronominal","lend","alternating","shortIndefinite","def","Michael lent a woman the room","Michael lent the room to a woman",0.0421764257089105,0.274,-0.231823574291089,0.231823574291089,2,2
"something_nonpronominal","lend","alternating","longDefinite","indef","Bob lent the woman who was wearing the hat some money","Bob lent some money to the woman who was wearing the hat",0.0412386331855482,0.263333333333333,-0.222094700147785,0.222094700147785,7,2
"something_nonpronominal","lend","alternating","longIndefinite","indef","Maria lent a woman who was from work some money","Maria lent some money to a woman who was from work",0.0622735053088463,0.33,-0.267726494691154,0.267726494691154,6,2
"something_nonpronominal","lend","alternating","pronoun","indef","Maria lent him some money","Maria lent some money to him",0.947522568260998,0.645714285714286,0.301808282546712,0.301808282546712,1,2
"something_nonpronominal","lend","alternating","shortDefinite","indef","Michael lent the man some money","Michael lent some money to the man",0.273975604965204,0.703333333333333,-0.429357728368129,0.429357728368129,2,2
"something_nonpronominal","lend","alternating","shortIndefinite","indef","Juan lent a man some money","Juan lent some money to a man",0.273975604965204,0.697272727272727,-0.423297122307523,0.423297122307523,2,2
"something_nonpronominal","lend","alternating","longDefinite","indef","Mary lent the man who was from work a bike","Mary lent a bike to the man who was from work",0.0622735053088463,0.430909090909091,-0.368635585600245,0.368635585600245,6,2
"something_nonpronominal","lend","alternating","longIndefinite","indef","Alice lent a man who was from work a bike","Alice lent a bike to a man who was from work",0.0622735053088463,0.275,-0.212726494691154,0.212726494691154,6,2
"something_nonpronominal","lend","alternating","pronoun","indef","Michael lent her a bike","Michael lent a bike to her",0.947522568260998,0.655,0.292522568260998,0.292522568260998,1,2
"something_nonpronominal","lend","alternating","shortDefinite","indef","Mary lent the man a bike","Mary lent a bike to the man",0.273975604965204,0.524,-0.250024395034796,0.250024395034796,2,2
"something_nonpronominal","lend","alternating","shortIndefinite","indef","Alice lent a woman a bike","Alice lent a bike to a woman",0.273975604965204,0.441111111111111,-0.167135506145907,0.167135506145907,2,2
"something_nonpronominal","lend","alternating","longDefinite","something","Alice lent the woman wearing the hat something","Alice lent something to the woman wearing the hat",0.0738624311972974,0.207692307692308,-0.13382987649501,0.13382987649501,5,1
"something_nonpronominal","lend","alternating","longIndefinite","something","John lent a man from work something","John lent something to a man from work",0.109635077385202,0.386428571428571,-0.27679349404337,0.27679349404337,4,1
"something_nonpronominal","lend","alternating","pronoun","something","Michael lent her something","Michael lent something to her",0.933530281831685,0.649090909090909,0.284439372740776,0.284439372740776,1,1
"something_nonpronominal","lend","alternating","shortDefinite","something","Alice lent the man something","Alice lent something to the man",0.226919970250084,0.416,-0.189080029749916,0.189080029749916,2,1
"something_nonpronominal","lend","alternating","shortIndefinite","something","Bob lent a woman something","Bob lent something to a woman",0.226919970250084,0.487142857142857,-0.260222886892774,0.260222886892774,2,1
